index,우편번호,실시간빠른길,편한길,최적경로,무료우선,second_highest,주소
9433,15357,23.55,25.8,23.55,23.55,23.55,경기도 안산시 단원구 원고잔로 17
9434,15358,23.45,25.75,23.45,23.45,23.45,경기도 안산시 단원구 광덕대로 241
9435,15359,25.45,26.36,23.49,23.49,25.45,경기도 안산시 단원구 광덕대로 250
9436,15360,25.39,25.41,25.39,24.05,25.39,경기도 안산시 단원구 중앙대로 873
9437,15361,25.03,25.03,25.03,24.07,25.03,경기도 안산시 단원구 중앙대로 929
9438,15362,23.77,25.35,23.77,23.77,23.77,경기도 안산시 단원구 중앙대로 918
9439,15363,18.45,18.45,18.45,18.45,18.45,경기도 안산시 단원구 원곡공원로 11
9440,15364,19.33,19.33,19.33,19.33,19.33,경기도 안산시 단원구 관산길 29
9441,15365,19.41,19.41,19.41,19.41,19.41,경기도 안산시 단원구 선부광장서로1길 20
9442,15366,19.6,19.6,19.6,19.6,19.6,경기도 안산시 단원구 선부광장서로 42
9443,15367,20.02,20.02,20.02,20.02,20.02,경기도 안산시 단원구 선부광장로 85
9444,15368,20.15,20.15,20.15,20.15,20.15,경기도 안산시 단원구 선부광장로 68
9445,15369,20.55,20.55,20.55,20.55,20.55,경기도 안산시 단원구 화정로 5
9446,15370,20.35,20.35,20.35,20.35,20.35,경기도 안산시 단원구 선부광장1로 121
9447,15371,20.24,21.2,20.24,20.24,20.24,경기도 안산시 단원구 원선1로 94
9448,15372,19.89,19.89,19.89,19.89,19.89,경기도 안산시 단원구 선부광장1로 173
9449,15373,20.21,21.13,20.21,20.21,20.21,경기도 안산시 단원구 원초로 23
9450,15374,19.16,19.16,19.16,19.16,19.16,경기도 안산시 단원구 관산길 5
9451,15375,19.04,19.04,19.04,19.04,19.04,경기도 안산시 단원구 원본로5길 28
9452,15376,18.36,18.36,18.36,18.36,18.36,경기도 안산시 단원구 부부로 56
9453,15377,18.5,18.5,18.5,18.5,18.5,경기도 안산시 단원구 부부로 43
9454,15378,18.76,18.76,18.76,18.76,18.76,경기도 안산시 단원구 원본로 15
9455,15379,19.34,19.34,19.34,19.34,19.34,경기도 안산시 단원구 원본로 45
9456,15380,19.47,19.47,19.47,19.47,19.47,경기도 안산시 단원구 원선로 31
9457,15381,19.75,19.75,19.75,19.75,19.75,경기도 안산시 단원구 라성로 43
9458,15382,20.78,20.78,20.78,20.78,20.78,경기도 안산시 단원구 라성안길 11
9459,15383,21.01,21.01,21.01,21.01,21.01,경기도 안산시 단원구 원초로 33
9460,15384,20.18,21.14,20.18,20.18,20.18,경기도 안산시 단원구 원선1로 68
9461,15385,22.14,22.14,22.14,22.14,22.14,경기도 안산시 단원구 동산로 268
9462,15386,21.64,21.64,21.64,21.64,21.64,경기도 안산시 단원구 화랑로 159
9463,15387,21.1,21.1,21.1,21.1,21.1,경기도 안산시 단원구 화랑로 149
9464,15388,20.78,20.78,20.78,20.78,20.78,경기도 안산시 단원구 화랑로 152
9465,15389,19.92,21.82,19.92,19.92,19.92,경기도 안산시 단원구 라성로 16
9466,15390,19.71,19.71,19.71,19.71,19.71,경기도 안산시 단원구 화랑로 98
9467,15391,20.23,20.23,20.23,20.23,20.23,경기도 안산시 단원구 원곡초교길 10
9468,15392,19.53,19.53,19.53,19.53,19.53,경기도 안산시 단원구 원곡1로 13
9469,15393,19.4,24.61,19.4,19.4,19.4,경기도 안산시 단원구 원본로 26
9470,15394,19.04,19.04,19.04,19.04,19.04,경기도 안산시 단원구 중앙대로 451
9471,15395,,,,,,경기도 안산시 단원구 새하나길 33
9472,15396,21.2,21.2,21.2,21.2,21.2,경기도 안산시 단원구 동산로 216
9473,15397,20.82,21.11,20.82,20.82,20.82,경기도 안산시 단원구 골안길 31
9474,15398,20.4,20.84,20.4,20.4,20.4,경기도 안산시 단원구 신길중앙로3길 8
9475,15399,18.95,18.95,18.95,18.95,18.95,경기도 안산시 단원구 도일로 77
9476,15400,19.83,19.83,19.83,19.83,19.83,경기도 안산시 단원구 새뿔길 100
9477,15401,18.58,18.58,18.58,18.58,18.58,경기도 안산시 단원구 신길로 81
9478,15402,18.89,18.89,18.89,18.89,18.89,경기도 안산시 단원구 신길로1길 82
9479,15403,19.04,19.04,19.04,19.04,19.04,경기도 안산시 단원구 삼일로 50
9480,15404,21.21,26.97,21.21,21.21,21.21,경기도 안산시 단원구 만해로 92
9481,15405,22.26,26.2,22.26,22.26,22.26,경기도 안산시 단원구 범락길 118
9482,15406,20.81,25.18,20.81,20.81,20.81,경기도 안산시 단원구 중앙대로 162
9483,15407,21.58,26.03,21.58,21.58,21.58,경기도 안산시 단원구 성곡로 117
9484,15408,22.82,26.76,22.82,22.82,22.82,경기도 안산시 단원구 신원로 66
9485,15409,23.21,27.16,23.21,23.21,23.21,경기도 안산시 단원구 신원로133번길 35
9486,15410,21.44,21.44,21.44,21.44,21.44,경기도 안산시 단원구 번영2로안길 18
9487,15411,22.98,21.84,22.98,22.98,22.98,경기도 안산시 단원구 별망로79번길 132
9488,15412,23.58,27.52,23.58,23.58,23.58,경기도 안산시 단원구 번영2로 111
9489,15413,23.41,23.05,23.41,23.41,23.41,경기도 안산시 단원구 번영로132번길 23
9490,15414,22.02,22.02,22.02,22.02,22.02,경기도 안산시 단원구 정왕천동로 108
9491,15415,22.8,22.8,22.8,22.8,22.8,경기도 안산시 단원구 정왕천동로70번길 18
9492,15416,23.88,22.95,23.88,23.88,23.88,경기도 안산시 단원구 번영로82번길 29
9493,15417,23.6,23.22,23.6,23.6,23.6,경기도 안산시 단원구 진흥로102번길 15
9494,15418,23.71,28.16,23.71,23.71,23.71,경기도 안산시 단원구 별망로159번길 16
9495,15419,19.96,25.11,19.96,19.96,19.96,경기도 안산시 단원구 옴뱅이길 21
9496,15420,20.76,25.68,20.76,20.76,20.76,경기도 안산시 단원구 해봉로273번길 27
9497,15421,21.09,26.65,21.09,21.09,21.09,경기도 안산시 단원구 성곡로 202
9498,15422,21.49,25.98,21.49,21.49,21.49,경기도 안산시 단원구 만해로230번길 12
9499,15423,22.14,26.77,22.14,22.14,22.14,경기도 안산시 단원구 별망로269번길 68
9500,15424,22.64,27.16,22.64,22.64,22.64,경기도 안산시 단원구 별망로269번길 28
9501,15425,21.27,25.75,21.27,21.27,21.27,경기도 안산시 단원구 해봉로 272
9502,15426,22.11,27.89,22.11,22.11,22.11,경기도 안산시 단원구 능안로 70
9503,15427,21.13,21.76,21.13,21.13,21.13,경기도 안산시 단원구 강촌로 215
9504,15428,21.48,26.12,21.48,21.48,21.48,경기도 안산시 단원구 강촌로139번길 39
9505,15429,21.59,21.59,21.59,21.59,21.59,경기도 안산시 단원구 범지기로 97
9506,15430,21.63,21.63,21.63,21.63,21.63,경기도 안산시 단원구 범지기로 106
9507,15431,19.03,19.03,19.03,19.03,19.03,경기도 안산시 단원구 중앙대로 462
9508,15432,20.5,20.5,20.5,20.5,20.5,경기도 안산시 단원구 풍전로 62
9509,15433,20.28,20.28,20.28,20.28,20.28,경기도 안산시 단원구 동산로27번길 74
9510,15434,23.27,28.47,23.27,23.27,23.27,경기도 안산시 단원구 별망로 597
9511,15435,22.53,23.04,22.53,22.53,22.53,경기도 안산시 단원구 신안산대학로 135
9512,15436,22.07,22.07,22.07,22.07,22.07,경기도 안산시 단원구 시우로 120
9513,15437,23.3,29.36,23.3,23.3,23.3,경기도 안산시 단원구 별망로 657
9514,15438,22.73,22.73,22.73,22.73,22.73,경기도 안산시 단원구 산단로68번길 48
9515,15439,22.48,22.48,22.48,22.48,22.48,경기도 안산시 단원구 원당1길 10
9516,15440,22.26,22.26,22.26,22.26,22.26,경기도 안산시 단원구 신촌6길 14
9517,15441,22.36,22.36,22.36,22.36,22.36,경기도 안산시 단원구 신촌3길 25
